Mnigripes_gene_id,Mnigripes_transcript_id,Gene_Symbol,Mpfuro_ensembl_gene_id,description_mpfuro,description_hsapiens
MUSNIGG00035220,MUSNIGT00042351,KLHL12,ENSMPUG00000011208,kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360],kelch like family member 12 [Source:HGNC Symbol;Acc:HGNC:19360]
MUSNIGG00035221,MUSNIGT00042352,ADIPOR1,ENSMPUG00000011215,adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040],adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]
MUSNIGG00035222,MUSNIGT00042353,CYB5R1,ENSMPUG00000011221,cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397],cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]
MUSNIGG00035224,MUSNIGT00042356,,NA,NA,NA
MUSNIGG00035225,MUSNIGT00042357,TMEM183A,ENSMPUG00000011275,transmembrane protein 183A [Source:HGNC Symbol;Acc:HGNC:20173],transmembrane protein 183A [Source:HGNC Symbol;Acc:HGNC:20173]
MUSNIGG00035226,MUSNIGT00042360,PPFIA4,ENSMPUG00000011285,PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248],PTPRF interacting protein alpha 4 [Source:HGNC Symbol;Acc:HGNC:9248]
MUSNIGG00035227,MUSNIGT00042361,MYOG,ENSMPUG00000011508,myogenin [Source:HGNC Symbol;Acc:HGNC:7612],myogenin [Source:HGNC Symbol;Acc:HGNC:7612]
MUSNIGG00035229,MUSNIGT00042363,ADORA1,ENSMPUG00000011510,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262],adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]
MUSNIGG00035230,MUSNIGT00042364,MYBPH,ENSMPUG00000011512,myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552],myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552]
MUSNIGG00035231,MUSNIGT00042365,CHI3L1,ENSMPUG00000011520,chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932],chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]
MUSNIGG00035232,MUSNIGT00042366,CHIT1,ENSMPUG00000011554,chitinase 1 [Source:HGNC Symbol;Acc:HGNC:1936],chitinase 1 [Source:HGNC Symbol;Acc:HGNC:1936]
MUSNIGG00035234,MUSNIGT00042368,BTG2,ENSMPUG00000011561,BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131],BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]
MUSNIGG00035235,MUSNIGT00042369,FMOD,ENSMPUG00000011566,fibromodulin [Source:NCBI gene;Acc:101686467],fibromodulin [Source:HGNC Symbol;Acc:HGNC:3774]
MUSNIGG00035236,MUSNIGT00042370,PRELP,ENSMPUG00000011571,proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357],proline and arginine rich end leucine rich repeat protein [Source:HGNC Symbol;Acc:HGNC:9357]
MUSNIGG00035237,MUSNIGT00042371,OPTC,ENSMPUG00000011577,opticin [Source:HGNC Symbol;Acc:HGNC:8158],opticin [Source:HGNC Symbol;Acc:HGNC:8158]
MUSNIGG00035240,MUSNIGT00042376,ATP2B4,ENSMPUG00000011614,ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817],ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]
MUSNIGG00035243,MUSNIGT00042379,LAX1,ENSMPUG00000011624,lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005],lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]
MUSNIGG00035245,MUSNIGT00042382,ZC3H11A,NA,NA,zinc finger CCCH-type containing 11A [Source:HGNC Symbol;Acc:HGNC:29093]
MUSNIGG00035247,MUSNIGT00042385,SNRPE,NA,NA,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]
MUSNIGG00035247,MUSNIGT00042385,SNRPE,NA,NA,small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]
MUSNIGG00035250,MUSNIGT00042388,SOX13,ENSMPUG00000011648,SRY-box transcription factor 13 [Source:HGNC Symbol;Acc:HGNC:11192],SRY-box transcription factor 13 [Source:HGNC Symbol;Acc:HGNC:11192]
MUSNIGG00035251,MUSNIGT00042390,ETNK2,ENSMPUG00000011658,ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575],ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575]
MUSNIGG00035252,MUSNIGT00042391,REN,ENSMPUG00000011668,renin [Source:HGNC Symbol;Acc:HGNC:9958],renin [Source:HGNC Symbol;Acc:HGNC:9958]
MUSNIGG00035253,MUSNIGT00042392,KISS1,NA,NA,KiSS-1 metastasis suppressor [Source:HGNC Symbol;Acc:HGNC:6341]
MUSNIGG00035254,MUSNIGT00042394,GOLT1A,ENSMPUG00000011678,golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766],golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]
MUSNIGG00035255,MUSNIGT00042398,PLEKHA6,ENSMPUG00000011683,pleckstrin homology domain containing A6 [Source:NCBI gene;Acc:101671427],pleckstrin homology domain containing A6 [Source:HGNC Symbol;Acc:HGNC:17053]
MUSNIGG00035259,MUSNIGT00042403,PPP1R15B,ENSMPUG00000011698,protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951],protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]
MUSNIGG00035260,MUSNIGT00042404,PIK3C2B,ENSMPUG00000011699,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972],phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]
MUSNIGG00035262,MUSNIGT00042408,MDM4,ENSMPUG00000011721,MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974],MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974]
MUSNIGG00035263,MUSNIGT00042409,LRRN2,ENSMPUG00000019264,leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914],leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:HGNC:16914]
MUSNIGG00035268,MUSNIGT00042418,NFASC,ENSMPUG00000011730,neurofascin [Source:HGNC Symbol;Acc:HGNC:29866],neurofascin [Source:HGNC Symbol;Acc:HGNC:29866]
MUSNIGG00035270,MUSNIGT00042420,CNTN2,ENSMPUG00000011745,contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172],contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172]
MUSNIGG00035273,MUSNIGT00042424,RBBP5,ENSMPUG00000011753,"RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]","RB binding protein 5, histone lysine methyltransferase complex subunit [Source:HGNC Symbol;Acc:HGNC:9888]"
MUSNIGG00035274,MUSNIGT00042425,DSTYK,ENSMPUG00000011763,dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043],dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]
MUSNIGG00035276,MUSNIGT00042427,TMCC2,ENSMPUG00000011880,transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239],transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]
MUSNIGG00035279,MUSNIGT00042431,NUAK2,ENSMPUG00000011884,NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558],NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
MUSNIGG00035280,MUSNIGT00042432,KLHDC8A,ENSMPUG00000011907,kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573],kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573]
MUSNIGG00035281,MUSNIGT00042433,LEMD1,NA,NA,LEM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18725]
MUSNIGG00035283,MUSNIGT00042437,CDK18,ENSMPUG00000011914,cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751],cyclin dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]
MUSNIGG00035284,MUSNIGT00042438,MFSD4,NA,NA,NA
MUSNIGG00035285,MUSNIGT00042439,ELK4,ENSMPUG00000011926,ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326],ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]
MUSNIGG00035286,MUSNIGT00042440,SLC45A3,ENSMPUG00000011931,solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642],solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]
MUSNIGG00035288,MUSNIGT00042442,NUCKS1,ENSMPUG00000011958,nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923],nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]
MUSNIGG00035289,MUSNIGT00042444,RAB7L1,NA,NA,NA
MUSNIGG00035290,MUSNIGT00042445,SLC41A1,ENSMPUG00000011967,solute carrier family 41 member 1 [Source:NCBI gene;Acc:101685204],solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]
MUSNIGG00035292,MUSNIGT00042447,PM20D1,ENSMPUG00000011972,peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518],peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]
MUSNIGG00035293,MUSNIGT00042448,SLC26A9,ENSMPUG00000011983,solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469],solute carrier family 26 member 9 [Source:HGNC Symbol;Acc:HGNC:14469]
MUSNIGG00035294,MUSNIGT00042449,RAB7B,ENSMPUG00000011992,"RAB7B, member RAS oncogene family [Source:NCBI gene;Acc:101686468]","RAB7B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30513]"
MUSNIGG00035295,MUSNIGT00042450,CTSE,ENSMPUG00000011999,cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530],cathepsin E [Source:HGNC Symbol;Acc:HGNC:2530]
MUSNIGG00035297,MUSNIGT00042453,C1ORF186,NA,NA,NA
MUSNIGG00035298,MUSNIGT00042454,AVPR1B,ENSMPUG00000012030,arginine vasopressin receptor 1B [Source:NCBI gene;Acc:101675828],arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:HGNC:896]
MUSNIGG00035300,MUSNIGT00042456,FAM72A,NA,NA,family with sequence similarity 72 member A [Source:HGNC Symbol;Acc:HGNC:24044]
MUSNIGG00035302,MUSNIGT00042459,SRGAP2,NA,NA,SLIT-ROBO Rho GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:19751]
MUSNIGG00035303,MUSNIGT00042460,IKBKE,ENSMPUG00000012073,inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552],inhibitor of nuclear factor kappa B kinase subunit epsilon [Source:HGNC Symbol;Acc:HGNC:14552]
MUSNIGG00035304,MUSNIGT00042462,RASSF5,ENSMPUG00000012084,Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609],Ras association domain family member 5 [Source:HGNC Symbol;Acc:HGNC:17609]
MUSNIGG00035305,MUSNIGT00042464,EIF2D,ENSMPUG00000012089,eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583],eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]
MUSNIGG00035306,MUSNIGT00042465,CFH,NA,NA,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]
MUSNIGG00035309,MUSNIGT00042468,CFH,NA,NA,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]
MUSNIGG00035311,MUSNIGT00042470,EIF2D,ENSMPUG00000012089,eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583],eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]
MUSNIGG00035312,MUSNIGT00042471,CFH,NA,NA,complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]
MUSNIGG00035314,MUSNIGT00042473,EIF2D,ENSMPUG00000012089,eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583],eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:HGNC:6583]
MUSNIGG00035316,MUSNIGT00042478,KCNT2,ENSMPUG00000012191,potassium sodium-activated channel subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:18866],potassium sodium-activated channel subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:18866]
MUSNIGG00035321,MUSNIGT00042483,CRYZ,NA,NA,crystallin zeta [Source:HGNC Symbol;Acc:HGNC:2419]
MUSNIGG00035340,MUSNIGT00042503,CDC73,ENSMPUG00000004645,cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783],cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]
MUSNIGG00035343,MUSNIGT00042506,GLRX2,ENSMPUG00000004636,glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065],glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]
MUSNIGG00035344,MUSNIGT00042507,TROVE2,NA,NA,NA
MUSNIGG00035345,MUSNIGT00042508,UCHL5,ENSMPUG00000004619,ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678],ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]
MUSNIGG00035348,MUSNIGT00042512,RGS2,ENSMPUG00000004523,regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998],regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]
MUSNIGG00035349,MUSNIGT00042513,RGS13,ENSMPUG00000004513,regulator of G protein signaling 13 [Source:HGNC Symbol;Acc:HGNC:9995],regulator of G protein signaling 13 [Source:HGNC Symbol;Acc:HGNC:9995]
MUSNIGG00035351,MUSNIGT00042515,RGS1,ENSMPUG00000004500,regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991],regulator of G protein signaling 1 [Source:HGNC Symbol;Acc:HGNC:9991]
MUSNIGG00035353,MUSNIGT00042517,SUB1,NA,NA,SUB1 regulator of transcription [Source:HGNC Symbol;Acc:HGNC:19985]
MUSNIGG00035353,MUSNIGT00042517,SUB1,NA,NA,SUB1 regulator of transcription [Source:HGNC Symbol;Acc:HGNC:19985]
MUSNIGG00035354,MUSNIGT00042518,RGS21,NA,NA,regulator of G protein signaling 21 [Source:HGNC Symbol;Acc:HGNC:26839]
MUSNIGG00035356,MUSNIGT00042521,RGS18,ENSMPUG00000004492,regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261],regulator of G protein signaling 18 [Source:HGNC Symbol;Acc:HGNC:14261]
MUSNIGG00035364,MUSNIGT00042529,MLLT1,ENSMPUG00000006527,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]
MUSNIGG00035364,MUSNIGT00042529,MLLT1,ENSMPUG00000006527,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]
MUSNIGG00035364,MUSNIGT00042529,MLLT1,ENSMPUG00000006527,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]
MUSNIGG00035364,MUSNIGT00042529,MLLT1,ENSMPUG00000006527,MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134],MLLT1 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7134]
MUSNIGG00035370,MUSNIGT00042536,FAM5C,NA,NA,NA
MUSNIGG00035378,MUSNIGT00042546,HDGFRP2,NA,NA,NA
MUSNIGG00035387,MUSNIGT00042555,KCTD3,ENSMPUG00000004455,potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305],potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]
MUSNIGG00035395,MUSNIGT00042564,GPATCH2,ENSMPUG00000004269,G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499],G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]
MUSNIGG00035396,MUSNIGT00042566,SPATA17,ENSMPUG00000004262,spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184],spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]
MUSNIGG00035401,MUSNIGT00042571,RRP15,ENSMPUG00000004251,ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255],ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]
MUSNIGG00035402,MUSNIGT00042572,TGFB2,ENSMPUG00000004242,transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768],transforming growth factor beta 2 [Source:HGNC Symbol;Acc:HGNC:11768]
MUSNIGG00035411,MUSNIGT00042582,LYPLAL1,ENSMPUG00000004230,lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440],lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]
MUSNIGG00035420,MUSNIGT00042592,SLC30A10,ENSMPUG00000004184,solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355],solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]
MUSNIGG00035421,MUSNIGT00042593,SLC30A10,ENSMPUG00000004184,solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355],solute carrier family 30 member 10 [Source:HGNC Symbol;Acc:HGNC:25355]
MUSNIGG00035422,MUSNIGT00042595,EPRS,NA,NA,NA
MUSNIGG00035423,MUSNIGT00042597,BPNT1,ENSMPUG00000004120,"3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]","3'(2'), 5'-bisphosphate nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:1096]"
MUSNIGG00035424,MUSNIGT00042598,IARS2,ENSMPUG00000004100,"isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]","isoleucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29685]"
MUSNIGG00035425,MUSNIGT00042599,RAB3GAP2,ENSMPUG00000004073,RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168],RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]
MUSNIGG00035432,MUSNIGT00042606,MARK1,ENSMPUG00000004063,microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896],microtubule affinity regulating kinase 1 [Source:HGNC Symbol;Acc:HGNC:6896]
MUSNIGG00035435,MUSNIGT00042609,C1ORF115,NA,NA,NA
MUSNIGG00035438,MUSNIGT00042612,Mar-01,NA,NA,NA
MUSNIGG00035439,MUSNIGT00042614,Mar-01,NA,NA,NA
MUSNIGG00035440,MUSNIGT00042615,HLX,ENSMPUG00000003954,H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978],H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]
MUSNIGG00035450,MUSNIGT00042628,DUSP10,ENSMPUG00000003948,dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065],dual specificity phosphatase 10 [Source:HGNC Symbol;Acc:HGNC:3065]
MUSNIGG00035454,MUSNIGT00042632,HHIPL2,ENSMPUG00000003943,HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842],HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]
MUSNIGG00035455,MUSNIGT00042633,TAF1A,ENSMPUG00000003936,"TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]","TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]"
MUSNIGG00035456,MUSNIGT00042635,TAF1A,ENSMPUG00000003936,"TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]","TATA-box binding protein associated factor, RNA polymerase I subunit A [Source:HGNC Symbol;Acc:HGNC:11532]"
MUSNIGG00035457,MUSNIGT00042637,MIA3,ENSMPUG00000003920,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008],MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]
MUSNIGG00035457,MUSNIGT00042637,MIA3,ENSMPUG00000003920,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008],MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]
MUSNIGG00035457,MUSNIGT00042637,MIA3,ENSMPUG00000003920,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008],MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]
MUSNIGG00035457,MUSNIGT00042637,MIA3,ENSMPUG00000003920,MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008],MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]
MUSNIGG00035458,MUSNIGT00042638,AIDA,ENSMPUG00000003914,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]","axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]"
MUSNIGG00035459,MUSNIGT00042639,BROX,ENSMPUG00000003905,BRO1 domain and CAAX motif containing [Source:NCBI gene;Acc:101673066],BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]
MUSNIGG00035460,MUSNIGT00042641,FAM177B,ENSMPUG00000003898,family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395],family with sequence similarity 177 member B [Source:HGNC Symbol;Acc:HGNC:34395]
MUSNIGG00035461,MUSNIGT00042642,,NA,NA,NA
MUSNIGG00035467,MUSNIGT00042650,,NA,NA,NA
MUSNIGG00035468,MUSNIGT00042651,FAM78B,ENSMPUG00000003879,family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495],family with sequence similarity 78 member B [Source:HGNC Symbol;Acc:HGNC:13495]
MUSNIGG00035470,MUSNIGT00042653,UCK2,ENSMPUG00000003871,uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562],uridine-cytidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12562]
MUSNIGG00035472,MUSNIGT00042655,TMCO1,ENSMPUG00000003860,transmembrane and coiled-coil domains 1 [Source:NCBI gene;Acc:101671021],transmembrane and coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:18188]
MUSNIGG00035473,MUSNIGT00042656,ALDH9A1,ENSMPUG00000003853,aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412],aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]
MUSNIGG00035474,MUSNIGT00042657,MGST3,ENSMPUG00000003817,microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064],microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]
MUSNIGG00035481,MUSNIGT00042668,RXRG,ENSMPUG00000003794,retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479],retinoid X receptor gamma [Source:HGNC Symbol;Acc:HGNC:10479]
MUSNIGG00035483,MUSNIGT00042670,LMX1A,ENSMPUG00000003787,LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol;Acc:HGNC:6653],LIM homeobox transcription factor 1 alpha [Source:HGNC Symbol;Acc:HGNC:6653]
MUSNIGG00035489,MUSNIGT00042676,PBX1,ENSMPUG00000003773,PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632],PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]
MUSNIGG00035502,MUSNIGT00042691,NUF2,ENSMPUG00000003765,NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621],NUF2 component of NDC80 kinetochore complex [Source:HGNC Symbol;Acc:HGNC:14621]
MUSNIGG00035504,MUSNIGT00042693,RGS5,ENSMPUG00000003758,regulator of G protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001],regulator of G protein signaling 5 [Source:NCBI gene (formerly Entrezgene);Acc:8490]
MUSNIGG00035504,MUSNIGT00042693,RGS5,ENSMPUG00000003758,regulator of G protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001],regulator of G protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]
MUSNIGG00035506,MUSNIGT00042695,RGS4,ENSMPUG00000003752,regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000],regulator of G protein signaling 4 [Source:HGNC Symbol;Acc:HGNC:10000]
MUSNIGG00035507,MUSNIGT00042696,G3BP1,ENSMPUG00000013661,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292],G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
MUSNIGG00035507,MUSNIGT00042696,G3BP1,ENSMPUG00000013661,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292],G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
MUSNIGG00035507,MUSNIGT00042696,G3BP1,ENSMPUG00000013661,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292],G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
MUSNIGG00035507,MUSNIGT00042696,G3BP1,ENSMPUG00000013661,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292],G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
MUSNIGG00035510,MUSNIGT00042700,C1ORF110,NA,NA,NA
MUSNIGG00035511,MUSNIGT00042702,HSD17B7,ENSMPUG00000003741,hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215],hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]
MUSNIGG00035512,MUSNIGT00042704,DDR2,ENSMPUG00000003733,discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731],discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]
MUSNIGG00035514,MUSNIGT00042708,UAP1,ENSMPUG00000003675,UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457],UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12457]
MUSNIGG00035516,MUSNIGT00042710,UHMK1,ENSMPUG00000003619,U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683],U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]
